learning_rate,max_depth,n_estimators,num_leaves,Accuracy,AUC,Precision,Recall,F1,ModelSize_KB
0.12,6,110,10,0.994186257437237,0.999589819345322,0.9863374823397555,0.9784218850315529,0.9823637385572619,137.94140625
0.08,6,100,26,0.9941901444948898,0.9995988541101748,0.9871221224386542,0.9776467640657052,0.9823615951663532,292.81640625
0.1,6,80,30,0.9941927358666584,0.9996011327103596,0.9877778481413463,0.976996915175146,0.982357803581972,264.51953125
0.1,5,110,14,0.9941849617513527,0.9995869301162217,0.9867830620951177,0.9779599442539265,0.982351692082642,183.81640625
0.05,7,120,28,0.9941707092066256,0.9995874481688751,0.9864667472029435,0.9781948293950925,0.9823133744540498,377.64453125
0.15,5,80,12,0.9941694135207413,0.9995866566178261,0.9864128718499336,0.9782418064233257,0.9823103472675383,117.98828125
0.08,6,100,28,0.9941758919501628,0.9996123965020275,0.9877997609038153,0.9768716430998575,0.9823053091945472,313.78515625
0.1,6,110,12,0.994168117834857,0.9995728407214998,0.9865587364264561,0.978085216329215,0.9823037032086087,161.16015625
0.12,7,60,18,0.9941642307772042,0.99955939011575,0.986312615442906,0.9783122719656755,0.9822961542089872,127.55078125
0.15,6,50,22,0.9941707092066256,0.9995826286539011,0.9875291790306627,0.977114357745729,0.9822941632526161,127.34765625
0.08,7,90,20,0.9941616394054357,0.9995867505555931,0.9860591715976331,0.9785549866115469,0.9822927473356597,208.72265625
0.15,4,90,12,0.9941629350913199,0.9995269593340267,0.9873588950503508,0.9772396298210175,0.9822732012513035,131.66015625
0.15,4,100,14,0.9941551609760143,0.9995950501806823,0.9861660235011876,0.9784062260221419,0.9822707996808665,163.67578125
0.08,6,110,22,0.9941616394054357,0.9996261460371412,0.9875825062918467,0.9770047446798515,0.9822651490105323,276.64453125
0.1,7,70,18,0.9941564566618986,0.9995577255421648,0.9868500079026394,0.977717229608055,0.9822623907622846,148.41015625
0.12,4,120,12,0.9941486825465928,0.9995925799182777,0.9861424580564718,0.9783905670127307,0.9822512183618928,174.26953125
0.05,7,120,26,0.9941473868607086,0.9995883982623192,0.9863572844048286,0.9781635113762703,0.9822433102840992,352.70703125
0.15,6,50,28,0.9941512739183614,0.9996113059608329,0.9872423556954617,0.9772866068492507,0.982239254631014,158.08203125
0.12,7,100,10,0.9941396127454029,0.9995737147347736,0.9857430114734061,0.9787428947244797,0.9822304812266979,125.76953125
0.12,5,90,14,0.9941422041171715,0.9995677189828059,0.9863107784856595,0.9781791703856814,0.9822281448636154,150.97265625
0.08,7,80,20,0.9941383170595186,0.9995211981681552,0.9863488504295098,0.9781165343480371,0.9822154431593927,186.03515625
0.12,6,70,20,0.9941434998030557,0.9996057474586281,0.987480809711473,0.976996915175146,0.9822108875665124,162.37890625
0.12,7,50,26,0.994130542944213,0.9995832818298481,0.9867479019486985,0.9776624230751163,0.9821841521544198,148.44140625
0.12,6,90,12,0.9941253602006759,0.9995858110198911,0.9859640540924368,0.9784297145362585,0.9821824355125203,132.55078125
0.12,5,120,10,0.9941149947136015,0.9995645995864224,0.9858404985406642,0.9784923505739027,0.9821526806343618,149.89453125
0.08,6,90,30,0.9941227688289073,0.9995772314778828,0.9878653465346534,0.9764801678645809,0.9821397634384893,300.36328125
0.12,7,80,12,0.9941098119700644,0.9995256222206292,0.9860394273718768,0.9782574654327367,0.9821330314892547,118.36328125
0.1,7,60,24,0.9941072205982959,0.9995598375464095,0.9859088255250659,0.9783749080033197,0.982127418771712,165.34765625
0.12,4,110,16,0.994112403341833,0.9995736898508384,0.9869003573348513,0.9773962199151282,0.9821252960104478,194.73828125
0.12,4,110,18,0.994112403341833,0.9995736898508384,0.9869003573348513,0.9773962199151282,0.9821252960104478,194.73828125
0.12,4,110,20,0.994112403341833,0.9995736898508384,0.9869003573348513,0.9773962199151282,0.9821252960104478,194.73828125
0.12,4,110,22,0.994112403341833,0.9995736898508384,0.9869003573348513,0.9773962199151282,0.9821252960104478,194.73828125
0.12,4,110,24,0.994112403341833,0.9995736898508384,0.9869003573348513,0.9773962199151282,0.9821252960104478,194.73828125
0.12,4,110,26,0.994112403341833,0.9995736898508384,0.9869003573348513,0.9773962199151282,0.9821252960104478,194.73828125
0.12,4,110,28,0.994112403341833,0.9995736898508384,0.9869003573348513,0.9773962199151282,0.9821252960104478,194.73828125
0.12,4,110,30,0.994112403341833,0.9995736898508384,0.9869003573348513,0.9773962199151282,0.9821252960104478,194.73828125
0.12,5,100,12,0.9941149947136015,0.9995512990987554,0.9875712476250792,0.9767307120151579,0.9821210665952874,146.50390625
0.1,7,90,16,0.9941046292265273,0.9993792144212754,0.986161764473705,0.9781008753386261,0.9821147798742138,170.12890625
0.15,7,80,10,0.9941007421688746,0.9995116415700414,0.9859696192542908,0.9782731244421478,0.98210629325557,101.31640625
0.15,5,70,16,0.994098150797106,0.9995811986177874,0.9856091848884613,0.9786254521538967,0.9821049033743355,132.80078125
0.15,5,90,10,0.9941046292265273,0.9995550545671792,0.9867458071858748,0.9775058329810056,0.9821040873477864,113.26953125
0.05,7,110,26,0.9940942637394531,0.9995573501436295,0.9861301883515685,0.9780695573198039,0.9820833333333333,323.80078125
0.15,6,50,30,0.9941007421688746,0.9996138562420472,0.987377234704295,0.9768403250810354,0.9820805176302045,167.81640625
0.15,6,50,26,0.9940916723676846,0.9995907968147417,0.9863372873592267,0.9778425016833435,0.9820715251784984,147.78515625
0.08,6,100,18,0.9940916723676846,0.9995866836534254,0.9863372873592267,0.9778425016833435,0.9820715251784984,210.26953125
0.15,6,80,10,0.994089080995916,0.9995402294613477,0.9859456132321144,0.9782261474139146,0.9820707110405433,101.44140625
0.12,5,110,10,0.9940826025664946,0.9995403219585938,0.9856691037866061,0.9784688620597861,0.9820557854080963,137.80078125
0.15,7,70,14,0.9940761241370732,0.9995497077668458,0.9852628260698243,0.9788446782856517,0.9820432658319325,118.58203125
0.08,6,100,24,0.9940851939382631,0.9996063831112761,0.9868365919027252,0.9772944363539563,0.9820423352438348,272.69140625
0.1,7,80,16,0.994080011194726,0.9993628151239098,0.9861596886127318,0.977952114749221,0.9820387528942807,151.98828125
0.15,4,90,14,0.9940748284511889,0.9995561998846374,0.9861362218836106,0.9779442852445154,0.9820231697872892,147.89453125
0.12,6,60,26,0.9940787155088417,0.9995848023817319,0.9874758542069096,0.9766054399398694,0.9820105653484912,176.47265625
0.08,7,120,14,0.9940735327653046,0.9995778362960894,0.9871437839206316,0.9769107906233852,0.9820006296237997,201.31640625
0.15,6,70,12,0.9940618715923462,0.9995025696069268,0.9857745867687088,0.9782339769186201,0.9819898061438221,103.81640625
0.15,5,70,18,0.9940605759064618,0.9995953198802358,0.9858664772727272,0.9781321933574482,0.9819841063975288,147.00390625
0.1,7,60,22,0.9940592802205775,0.9995352093979024,0.9862347282879098,0.9777485476268771,0.9819733039768818,152.75390625
0.1,6,80,26,0.9940592802205775,0.9996074854866235,0.9864729260988773,0.9775058329810056,0.9819689086568901,234.58203125
0.12,6,80,14,0.994042436304082,0.9995868694623895,0.9852674559757847,0.9786332816586023,0.9819391634980988,135.06640625
0.12,6,70,16,0.9940463233617348,0.9995592974787064,0.9860647259922468,0.9778425016833435,0.9819364019828681,133.36328125
0.08,7,70,30,0.9940502104193876,0.9995873427677222,0.9869570031954946,0.9769577676516183,0.9819319299626205,236.37890625
0.12,4,110,14,0.9940450276758505,0.9995554196814895,0.9865717176187917,0.9773179248680729,0.9819230194378673,180.89453125
0.15,5,70,26,0.9940385492464291,0.999617190130172,0.9867481596862572,0.9770986987363179,0.981899722653868,186.50390625
0.08,6,120,14,0.994033366502892,0.9995834600411279,0.9865707623601945,0.9772474593257231,0.9818869794719101,201.16015625
0.15,7,60,14,0.9940294794452391,0.9995205642417009,0.985963527275598,0.9778425016833435,0.9818862228371962,102.37890625
0.12,7,90,10,0.9940217053299335,0.9995227455429033,0.98522734439049,0.9785471571068414,0.9818758887256558,113.70703125
0.15,5,70,14,0.994024296701702,0.9994825132159522,0.9857406647517439,0.9780382393009818,0.981874346619715,118.22265625
0.1,6,110,10,0.9940268880734706,0.9994915677104711,0.9862089665413415,0.9775762985233554,0.9818736582181924,138.03515625
0.15,4,110,10,0.9940268880734706,0.999597069286523,0.9865625395219426,0.9772161413069009,0.981867098814478,137.25390625
0.1,5,100,16,0.9940204096440491,0.9995636594489836,0.9855564057458842,0.978202658899798,0.9818657634258185,188.14453125
0.05,7,120,30,0.9940268880734706,0.999592031906436,0.9868242067634684,0.9769499381469128,0.9818622475075345,402.78515625
0.15,6,50,24,0.994024296701702,0.9995901789042057,0.9864008470826222,0.9773649018963061,0.9818620857814798,137.58203125
0.12,7,50,24,0.9940178182722806,0.9995501508698645,0.9853800477868988,0.9783670784986142,0.9818610407213153,138.20703125
0.15,7,50,18,0.9940178182722806,0.9995643208608203,0.9855102185693214,0.9782339769186201,0.9818586174514049,106.95703125
0.12,6,60,30,0.9940255923875863,0.9995773380521181,0.9868164023883902,0.9769499381469128,0.9818583844480204,200.36328125
0.1,5,100,18,0.9940230010158178,0.9995855559808289,0.9868315946820205,0.9769186201280907,0.981850087149484,208.69140625
0.12,5,80,26,0.9940217053299335,0.9995874624038962,0.9869701428774861,0.9767698595386856,0.9818435094678188,213.92578125
0.08,7,70,28,0.9940100441569749,0.9995643571716722,0.9853410820315889,0.9783592489939087,0.9818377537430414,222.05078125
0.15,7,60,12,0.9940074527852064,0.9995298111642864,0.9850730976868818,0.9786176226491912,0.9818347492409871,89.92578125
0.15,4,100,16,0.9940126355287435,0.9995819377387374,0.9861386451414174,0.9775606395139443,0.9818309067246483,174.58203125
0.15,4,100,18,0.9940126355287435,0.9995819377387374,0.9861386451414174,0.9775606395139443,0.9818309067246483,174.58203125
0.15,4,100,20,0.9940126355287435,0.9995819377387374,0.9861386451414174,0.9775606395139443,0.9818309067246483,174.58203125
0.15,4,100,22,0.9940126355287435,0.9995819377387374,0.9861386451414174,0.9775606395139443,0.9818309067246483,174.58203125
0.15,4,100,24,0.9940126355287435,0.9995819377387374,0.9861386451414174,0.9775606395139443,0.9818309067246483,174.58203125
0.15,4,100,26,0.9940126355287435,0.9995819377387374,0.9861386451414174,0.9775606395139443,0.9818309067246483,174.58203125
0.15,4,100,28,0.9940126355287435,0.9995819377387374,0.9861386451414174,0.9775606395139443,0.9818309067246483,174.58203125
0.15,4,100,30,0.9940126355287435,0.9995819377387374,0.9861386451414174,0.9775606395139443,0.9818309067246483,174.58203125
0.15,6,60,14,0.9940100441569749,0.9995452050327545,0.9860769990128332,0.9776076165421775,0.9818240435310815,102.42578125
0.1,6,80,18,0.9940035657275536,0.9995719116523674,0.9862070055140378,0.9774353674386558,0.9818015949164006,168.59765625
0.12,6,100,10,0.9939957916122478,0.9995511369337845,0.98568452287004,0.9779207967303989,0.981787311643701,125.84765625
0.12,5,80,20,0.9939944959263636,0.9995717539973819,0.985669078827958,0.9779286262351043,0.9817835961971537,183.91015625
0.1,5,120,10,0.9939944959263636,0.9995191135034174,0.9858838018995286,0.9777094001033495,0.9817795860604989,150.00390625
0.05,7,110,24,0.9939932002404793,0.9995204907204309,0.9861600442373015,0.9774197084292447,0.9817704237314795,300.84765625
0.08,7,100,16,0.9939893131828265,0.9995780771609121,0.9857299584053544,0.977834672178638,0.9817664422355072,189.51953125
0.08,5,120,26,0.9939919045545951,0.9995594118329703,0.9861829787570211,0.9773883904104227,0.9817659896580877,320.97265625
0.12,5,80,28,0.9939944959263636,0.9995800442134989,0.9869756842513392,0.9765976104351639,0.9817592217267936,219.80078125
0.1,7,60,20,0.9939880174969422,0.9994934897361427,0.9862133805264988,0.9773335838774839,0.9817534035407836,140.26953125
0.05,7,120,24,0.9939802433816365,0.999553769488801,0.9854609425537622,0.9780538983103929,0.9817434494899483,327.70703125
0.12,5,90,16,0.9939893131828265,0.9995890363644607,0.9871988726774702,0.9763392367798813,0.9817390243230371,169.58203125
0.08,7,90,18,0.9939854261251736,0.9995736618548918,0.986867088607595,0.9766524169681026,0.9817331832741754,190.03515625
0.1,7,70,16,0.9939763563239836,0.9994372346591316,0.9856674953632454,0.9778190131692269,0.9817275682219261,133.66015625
0.1,5,110,10,0.9939789476957522,0.9994792278496776,0.9863970849767225,0.9770908692316124,0.9817219230723846,137.89453125
0.1,7,50,30,0.993968582208678,0.999557039483441,0.9847333054993186,0.9787272357150687,0.9817210845620717,169.55078125
0.1,5,120,12,0.9939763563239836,0.9995736125368044,0.9863891809005905,0.9770830397269069,0.9817140564586865,175.19140625
0.08,7,90,16,0.9939646951510251,0.999539148894393,0.9853982929176593,0.9780225802915707,0.9816965829430071,170.97265625
0.1,7,110,10,0.9939569210357194,0.9995110005990142,0.9842667800025185,0.9791343699597563,0.9816938668173861,138.00390625
0.15,6,60,12,0.9939646951510251,0.9995049376713623,0.9855974872547627,0.9778190131692269,0.9816928422078637,89.83203125
0.08,7,70,26,0.9939672865227938,0.9995489726027696,0.9863961172415974,0.9770204036892626,0.9816858749950832,207.44140625
0.12,6,60,22,0.9939711735804465,0.9995579086402753,0.9871897391235501,0.9762374532187094,0.9816830494396265,152.22265625
0.08,6,100,20,0.9939646951510251,0.9995941185222591,0.9862344722950975,0.9771691642786677,0.9816808903921029,231.20703125
0.08,7,110,14,0.9939672865227938,0.9995404171241467,0.9868348181084545,0.9765741219210473,0.981677659021864,184.94140625
0.12,5,100,10,0.9939582167216038,0.9995084059837934,0.9854972975105535,0.9778816492068712,0.9816747033879988,125.69140625
0.12,7,50,20,0.993959512407488,0.9994842367475663,0.9865108482509962,0.9768559840904464,0.9816596772543805,117.42578125
0.1,5,100,30,0.9939517382921823,0.9995851904592827,0.9859108211843124,0.9774197084292447,0.9816469034064103,277.92578125
0.12,7,50,22,0.9939543296639509,0.9994769801082468,0.9870033243628304,0.9763235777704702,0.9816344042005495,127.62890625
0.1,7,100,12,0.9939335986898025,0.9995531994254409,0.9845010080645161,0.9787507242291853,0.9816174449740477,147.03515625
0.1,7,50,24,0.9939310073180339,0.9994992288079486,0.9853340275805484,0.9778816492068712,0.9815936937574171,138.55078125
0.12,6,80,12,0.9939297116321496,0.999538568814246,0.9851961101340001,0.9780147507868652,0.9815922958748668,118.33203125
0.08,7,70,22,0.9939297116321496,0.9995173826658702,0.9852037637334469,0.9780069212821597,0.9815921512233263,178.14453125
0.12,4,110,12,0.9939297116321496,0.999564734928529,0.9852420353528581,0.977967773758632,0.9815914279315209,160.09765625
0.1,5,100,26,0.9939400771192238,0.9995815265703049,0.9869482282358342,0.9762922597516481,0.981591325054612,268.97265625
0.12,7,70,14,0.9939310073180339,0.9995555372267807,0.9860318864853761,0.9771691642786677,0.9815805203385032,118.83203125
0.08,6,100,22,0.9939310073180339,0.9995920776384164,0.9861547944555957,0.9770438922033792,0.9815782021835573,251.87890625
0.08,6,110,16,0.9939206418309596,0.9995855989472524,0.9853790556747886,0.9777720361409937,0.9815608076774949,207.91015625
0.15,7,50,16,0.9939193461450754,0.9995740417147876,0.9858005923000988,0.9773335838774839,0.9815488289620086,96.61328125
0.1,5,100,22,0.9939232332027282,0.9995700721983272,0.9866387152915117,0.9765036563786975,0.9815450238458754,248.33203125
0.05,7,110,28,0.9939180504591911,0.9995697755665031,0.9864151062753036,0.9766993939963358,0.9815332079658203,346.67578125
0.1,6,80,16,0.9939063892862325,0.9995558630823373,0.9852399397290965,0.9778268426739325,0.9815193942227968,151.97265625
0.1,5,100,14,0.9939089806580012,0.999543534988837,0.9856692801478077,0.9774040494198337,0.9815192650163342,167.47265625
0.1,6,90,14,0.9938973194850426,0.9995623149567154,0.9839029456193353,0.9791421994644619,0.9815167996986178,151.59765625
0.05,7,120,22,0.9939115720297697,0.9995285826005222,0.9863914917170759,0.9766837349869247,0.9815136100587363,302.62890625
0.05,7,120,20,0.9939025022285797,0.9995192454052927,0.984994717004936,0.9780538983103929,0.9815120372116413,277.33203125
0.12,6,70,18,0.9939012065426954,0.999577222251255,0.9861292234736219,0.9768873021092686,0.9814865072154244,147.83203125
0.08,7,70,20,0.9938973194850426,0.9994944808874721,0.9855302420309762,0.9774745149621835,0.9814858490566037,163.41015625
0.1,5,100,24,0.9938986151709269,0.9995825231372635,0.9865828092243186,0.9764097023222311,0.9814698949737729,259.98828125
0.08,7,80,18,0.9938986151709269,0.9995273530277857,0.9867060210646261,0.9762844302469426,0.9814675613451662,169.39453125
0.08,7,70,24,0.9938843626261998,0.9995360928444611,0.9862123488022768,0.9766993939963358,0.9814328198511478,192.86328125
0.15,5,80,10,0.9938727014532412,0.9995148191646854,0.9858042295022396,0.9770438922033792,0.9814045118340287,101.19140625
0.12,4,120,10,0.9938752928250099,0.9994892655027621,0.9865654991257289,0.9762844302469426,0.9813980394548881,149.47265625
0.08,6,120,12,0.9938649273379356,0.9995126468348287,0.9856731035027445,0.9771300167551401,0.9813829682665125,175.83203125
0.08,7,120,12,0.9938688143955885,0.9995367423674413,0.9868191893603546,0.9759869090681323,0.9813731587690224,176.01953125
0.1,6,80,20,0.993862335966167,0.9995772182092871,0.9865721361935131,0.9761983056951817,0.9813578065414933,185.14453125
0.1,7,80,14,0.9938584489085142,0.9995170370137877,0.9862024796002277,0.9765506334069307,0.9813528250076713,135.37890625
0.12,7,60,16,0.9938519704790928,0.999522644049999,0.9854955744526297,0.977231800316312,0.9813462906833665,115.16015625
0.08,5,120,30,0.9938597445943985,0.999561143108144,0.9868570026048471,0.975892955011666,0.9813443558704852,329.84765625
0.1,6,70,22,0.9938519704790928,0.9995575763114917,0.9856182721392523,0.9771065282410235,0.9813439437605419,176.95703125
0.12,5,80,30,0.9938610402802828,0.9995765310382623,0.987219713176452,0.9755327977952115,0.9813414614936282,222.76953125
0.12,5,80,22,0.9938480834214399,0.9995641434883247,0.9857406939265626,0.9769577676516183,0.9813295793256942,198.00390625
0.12,6,60,24,0.9938454920496714,0.9995527675305258,0.9862475286674575,0.9764253613316421,0.9813118675542546,164.23828125
0.05,7,110,30,0.9938377179343657,0.9995675869776022,0.9858472674400227,0.9767855185480967,0.9812954733157667,369.66015625
0.08,5,120,22,0.9938403093061343,0.9995569741859043,0.9866165413533835,0.9760182270869545,0.9812887685380522,295.42578125
0.12,4,100,12,0.9938273524472915,0.9995271750049284,0.9848960469445058,0.9776937410939384,0.9812816785195081,145.95703125
0.15,6,50,18,0.9938338308767128,0.99955684001688,0.9862773168397491,0.9763235777704702,0.9812752060750329,106.84765625
0.08,6,90,28,0.9938273524472915,0.9995721889496049,0.9861383476720648,0.9764253613316421,0.9812578190773685,282.76953125
0.15,4,90,16,0.9938234653896386,0.999539130951702,0.985516059483664,0.9770360626986737,0.9812577404706206,157.36328125
0.15,4,90,18,0.9938234653896386,0.999539130951702,0.985516059483664,0.9770360626986737,0.9812577404706206,157.36328125
0.15,4,90,22,0.9938234653896386,0.999539130951702,0.985516059483664,0.9770360626986737,0.9812577404706206,157.36328125
0.15,4,90,26,0.9938234653896386,0.999539130951702,0.985516059483664,0.9770360626986737,0.9812577404706206,157.36328125
0.15,4,90,30,0.9938234653896386,0.999539130951702,0.985516059483664,0.9770360626986737,0.9812577404706206,157.36328125
0.15,4,90,20,0.9938234653896386,0.999539130951702,0.985516059483664,0.9770360626986737,0.9812577404706206,157.37890625
0.15,4,90,24,0.9938234653896386,0.999539130951702,0.985516059483664,0.9770360626986737,0.9812577404706206,157.37890625
0.15,4,90,28,0.9938234653896386,0.999539130951702,0.985516059483664,0.9770360626986737,0.9812577404706206,157.37890625
0.12,6,60,20,0.9938221697037544,0.9995565278310767,0.9864225468010698,0.9761043516387153,0.981236324712327,139.84765625
0.1,7,50,26,0.993815691274333,0.9995257314510151,0.9857762605789062,0.9767228825104524,0.9812286890758285,148.89453125
0.05,7,120,18,0.9938130999025644,0.9994754554900823,0.9862217335938179,0.9762531122281205,0.9812121045197184,251.98828125
0.15,4,100,10,0.9938053257872588,0.9995674987411373,0.9861057293108221,0.9763235777704702,0.9811902729200518,125.17578125
0.08,6,90,22,0.9937923689284159,0.9995381032403166,0.9852909827328927,0.9770752102222013,0.9811658981283833,227.17578125
0.12,4,100,16,0.9937936646143002,0.9995424052071233,0.9860432382850184,0.9763157482657647,0.9811553835017153,177.26953125
0.12,4,100,18,0.9937936646143002,0.9995424052071233,0.9860432382850184,0.9763157482657647,0.9811553835017153,177.26953125
0.12,4,100,20,0.9937936646143002,0.9995424052071233,0.9860432382850184,0.9763157482657647,0.9811553835017153,177.26953125
0.12,4,100,22,0.9937936646143002,0.9995424052071233,0.9860432382850184,0.9763157482657647,0.9811553835017153,177.26953125
0.12,4,100,24,0.9937936646143002,0.9995424052071233,0.9860432382850184,0.9763157482657647,0.9811553835017153,177.26953125
0.12,4,100,26,0.9937936646143002,0.9995424052071233,0.9860432382850184,0.9763157482657647,0.9811553835017153,177.26953125
0.12,4,100,28,0.9937936646143002,0.9995424052071233,0.9860432382850184,0.9763157482657647,0.9811553835017153,177.26953125
0.12,4,100,30,0.9937936646143002,0.9995424052071233,0.9860432382850184,0.9763157482657647,0.9811553835017153,177.26953125
0.15,7,70,10,0.9937858904989946,0.9994542542800574,0.9852137804724012,0.977114357745729,0.9811473541042635,89.30078125
0.12,7,50,18,0.9937897775566474,0.9994386788026254,0.9860505942731521,0.9762844302469426,0.981143210099969,107.08203125
0.12,5,80,18,0.9937858904989946,0.9995577261378235,0.9860348890540733,0.9762766007422371,0.9811314816271933,167.64453125
0.1,6,70,24,0.9937781163836888,0.9995532485854965,0.9851288204091943,0.9771535052692567,0.9811249557800401,190.80078125
0.1,5,100,28,0.9937794120695731,0.9995806872814867,0.9855965615049737,0.9766837349869247,0.9811199068776078,275.37890625
0.15,5,60,24,0.9937457242365819,0.9995814894996842,0.9825050451115421,0.9796511172703215,0.981076005692488,156.17578125
0.1,5,90,20,0.9937664552107304,0.9995425770910518,0.9866413271568278,0.975540627299917,0.981059577098269,206.92578125
0.15,5,60,22,0.9937573854095404,0.9995498358394883,0.9861016627379012,0.9760338860963655,0.9810419453844338,148.91015625
0.12,6,60,28,0.9937483156083504,0.9995690712915716,0.9853636959629709,0.9767307120151579,0.9810282119335496,188.67578125
0.05,7,100,30,0.9937483156083504,0.9995458170718002,0.9856859444036074,0.9764018728175256,0.9810219437462879,336.50390625
0.1,6,100,12,0.9937301760059705,0.9995353946476768,0.9832928239375133,0.9787428947244797,0.9810125837247354,146.91015625
0.12,5,90,12,0.9937470199224662,0.9995222788323603,0.986116165371897,0.9759555910493102,0.9810095699804823,132.34765625
0.05,7,110,20,0.9937431328648133,0.9994875647824351,0.9857546028759575,0.9763000892563537,0.9810045669285143,254.59765625
0.08,7,60,30,0.993741837178929,0.9995408069339695,0.9855702364394993,0.9764801678645809,0.9810041452651947,203.33203125
0.15,6,50,16,0.9937211062047806,0.9995521491215817,0.984756193782547,0.9771848232880788,0.9809558991126377,96.45703125
0.05,7,110,22,0.9937224018906649,0.9994940458744674,0.9857143986528686,0.9762139647045928,0.980941179247324,277.83203125
0.08,7,60,28,0.9937198105188962,0.999519091786197,0.9854915564967957,0.9764253613316421,0.9809375110611203,190.94140625
0.08,7,80,16,0.9937224018906649,0.9994733686615241,0.9859141562334406,0.976010397582249,0.980937279913126,152.44140625
0.1,7,50,22,0.9937236975765491,0.9994502428912404,0.9870313119302417,0.9748829489046523,0.9809195184975106,128.09765625
0.15,5,70,12,0.9937029666024007,0.9995475499455267,0.9842272039349225,0.9776154460468831,0.980910183592185,103.83203125
0.08,6,90,24,0.9937029666024007,0.9995657437004075,0.9851603222239772,0.9766602464728081,0.9808918700018086,245.83203125
0.08,6,90,20,0.9936990795447478,0.9995568952246923,0.9850603665421698,0.9767385415198635,0.9808818037072711,208.53515625
0.05,7,100,28,0.9937029666024007,0.9995325217323239,0.9857050237986053,0.9761043516387153,0.9808811959087332,315.61328125
0.15,7,50,14,0.9936964881729793,0.9994760359835435,0.9851750637780288,0.9766054399398694,0.9808715345629548,86.09765625
0.05,7,100,26,0.9936964881729793,0.9995313494582823,0.9854511257398905,0.9763235777704702,0.9808661178867384,294.76953125
0.1,4,120,14,0.9936900097435578,0.9995249236166093,0.9850135809487714,0.9767307120151579,0.9808546605338679,195.37890625
0.1,7,90,12,0.9936705744552936,0.999512696310948,0.9836597446982762,0.9779990917774541,0.980821250917714,132.81640625
0.15,5,60,18,0.9936848270000207,0.9995397405838014,0.9866809286110451,0.9750003914752353,0.9808058850400895,126.76953125
0.12,5,80,14,0.9936757571988307,0.9995139045919346,0.9860178041543026,0.9756189223469723,0.9807908003636406,134.66015625
0.1,7,50,28,0.993671870141178,0.9995530279183577,0.9856255040561697,0.9759947385728379,0.9807864797243072,159.16015625
0.05,7,90,30,0.9936705744552936,0.9995137021410031,0.9857021976544645,0.975908614021077,0.980780958001377,303.23828125
0.1,5,110,12,0.9936653917117565,0.9995406385632103,0.985440691764743,0.976143499162243,0.9807700628149104,160.95703125
0.1,6,70,28,0.9936485477952609,0.9995712863994293,0.9847264977504144,0.9767698595386856,0.980732040941465,219.86328125
0.08,5,120,18,0.9936355909364181,0.9995444761656389,0.9832223743645435,0.9782339769186201,0.980721832367855,250.61328125
0.1,6,70,26,0.9936355909364181,0.9995509999262655,0.9847788672571961,0.9766367579586915,0.9806909130933849,205.84765625
0.08,6,90,26,0.9936368866223024,0.9995641162946935,0.9859990977372199,0.9753996962152174,0.9806707573867147,263.87890625
0.08,6,100,16,0.9936226340775753,0.9995527256520907,0.9843570042440402,0.9769890856704405,0.980659205935054,189.39453125
0.12,5,90,10,0.9936187470199225,0.9994630245847199,0.983951950437065,0.9773805609057171,0.9806552470432969,113.53515625
0.1,5,90,18,0.9936317038787653,0.9995485900988798,0.9866380301000959,0.9747185293058361,0.9806420612758516,188.47265625
0.15,4,90,10,0.9936265211352281,0.9995210464940667,0.9859828248050971,0.9753527191869842,0.9806389653122995,113.11328125
0.05,7,100,24,0.9936226340775753,0.999501027605261,0.9853831681133298,0.9759399320398991,0.9806388167728739,273.92578125
0.08,5,120,16,0.9936122685905011,0.9995380550345301,0.9846312931184188,0.9766445874633971,0.9806216785635672,225.72265625
0.08,5,120,24,0.9936096772187325,0.9995417046824088,0.9858813846373004,0.9753527191869842,0.9805887909319899,311.11328125
0.15,6,70,10,0.9935863548728154,0.9994680433048946,0.9827081858928993,0.9784610325550805,0.9805800103573278,89.34765625
0.12,5,80,24,0.993588946244584,0.9995524882457341,0.9835906727587836,0.9775684690186499,0.9805703245870998,206.41015625
0.08,6,110,14,0.9936006074175425,0.9995407114766657,0.9854963582731651,0.9756893878893221,0.9805683530508748,184.72265625
0.1,7,100,10,0.9935708066422041,0.9994733796508145,0.9825623447278217,0.9785158390880193,0.9805349171106003,125.87890625
0.15,5,60,28,0.9935863548728154,0.9995581869768762,0.9853415559772296,0.9757598534316719,0.9805272971888498,163.55078125
0.15,5,60,30,0.9935863548728154,0.999557795465172,0.9853415559772296,0.9757598534316719,0.9805272971888498,165.36328125
0.08,7,60,24,0.9935863548728154,0.999471752840759,0.985495096488453,0.9756032633375613,0.9805242325760736,165.98828125
0.08,7,110,12,0.9935578497833614,0.9995055994600438,0.9824016725877951,0.9786019636397801,0.9804981368895862,161.72265625
0.08,5,120,28,0.9935772850716256,0.9995512426570793,0.9856095187614218,0.9754310142340396,0.9804938514510575,325.95703125
0.15,5,70,10,0.9935708066422041,0.9994698355925113,0.9849950220452283,0.9760182270869545,0.980486078338839,89.14453125
0.12,6,70,14,0.993556554097477,0.999542604369777,0.9835493401615127,0.9774118789245392,0.9804710049598071,118.76953125
0.1,7,70,14,0.993565623898667,0.9994503333948541,0.9849562276792769,0.97602605659166,0.9804708084597658,118.97265625
0.15,5,60,20,0.9935591454692456,0.999566409075196,0.9841522769762323,0.9768090070622133,0.9804668927388395,138.44140625
